sample_type,sample_subtype,campus,pisco_classcode,orig_classcode,crane_code,genus,species,common_name,max_total_length,notes,size_cutoff,LOOKED1999,LOOKED2000,LOOKED2001,LOOKED2002,LOOKED2003,LOOKED2004,LOOKED2005,LOOKED2006,LOOKED2007,LOOKED2008,LOOKED2009,LOOKED2010,LOOKED2011,LOOKED2012,LOOKED2013,LOOKED2014,LOOKED2015,LOOKED2016,LOOKED2017,LOOKED2018,LOOKED2019,LOOKED2020,LOOKED2021,LOOKED2022,LOOKED2023,LOOKED2024,Taxonomic_source,AphiaID,ScientificName,Kingdom,Phylum,Class,Order,Family
FISH,FISH,HSU,SJAP,SJAP,SJAP,Scomber,japonicus,"Pacific Mackerel, Greenback Mackerel",64,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,127022,Scomber japonicus,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae
FISH,FISH,UCSB,SJAP,SJAP,SJAP,Scomber,japonicus,"Pacific Mackerel, Greenback Mackerel",64,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,127022,Scomber japonicus,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae
FISH,FISH,UCSC,SJAP,SJAP,SJAP,Scomber,japonicus,"Pacific Mackerel, Greenback Mackerel",64,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,127022,Scomber japonicus,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae
FISH,FISH,VRG,SJAP,Scomber japonicus,SJAP,Scomber,japonicus,"Pacific Mackerel, Greenback Mackerel",64,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,127022,Scomber japonicus,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae
FISH,FISH,HSU,SLAL,SLAL,SLAL,Seriola,lalandi,Yellowtail,250,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,218436,Seriola lalandi,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
FISH,FISH,UCSB,SLAL,SLAL,SLAL,Seriola,lalandi,Yellowtail,250,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,218436,Seriola lalandi,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
FISH,FISH,UCSB,SLAL,SLAN,SLAL,Seriola,lalandi,Yellowtail,250,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,218436,Seriola lalandi,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
FISH,FISH,UCSC,SLAL,SLAN,SLAL,Seriola,lalandi,Yellowtail,250,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,218436,Seriola lalandi,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
FISH,FISH,VRG,SLAL,Seriola lalandi,SLAL,Seriola,lalandi,Yellowtail,250,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,218436,Seriola lalandi,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
FISH,FISH,HSU,SLUC,SLUC,SLUC,Synodus,lucioceps,California Lizardfish,64,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,272132,Synodus lucioceps,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae
FISH,FISH,UCSB,SLUC,SLUC,SLUC,Synodus,lucioceps,California Lizardfish,64,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,272132,Synodus lucioceps,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae
FISH,FISH,VRG,SLUC,Synodus lucioceps,SLUC,Synodus,lucioceps,California Lizardfish,64,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,272132,Synodus lucioceps,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae
FISH,FISH,HSU,SMAL,SMAL,,Sebastes,maliger,Quillback Rockfish,61,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274815,Sebastes maliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SMAL,SMAL,,Sebastes,maliger,Quillback Rockfish,61,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274815,Sebastes maliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SMAR,SMAR,SMAR,Scorpaenichthys,marmoratus,Cabezon,99,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,282726,Scorpaenichthys marmoratus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae
FISH,FISH,UCSB,SMAR,SMAR,SMAR,Scorpaenichthys,marmoratus,Cabezon,99,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,282726,Scorpaenichthys marmoratus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae
FISH,FISH,UCSC,SMAR,SMAR,SMAR,Scorpaenichthys,marmoratus,Cabezon,99,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,282726,Scorpaenichthys marmoratus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae
FISH,FISH,VRG,SMAR,Scorpaenichthys marmoratus,SMAR,Scorpaenichthys,marmoratus,Cabezon,99,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,282726,Scorpaenichthys marmoratus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Cottidae
FISH,FISH,HSU,SMEL,SMEL,SMEL,Sebastes,melanops,Black Rockfish,63,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274817,Sebastes melanops,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SMEL,SMEL,SMEL,Sebastes,melanops,Black Rockfish,63,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274817,Sebastes melanops,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SMEL,SMEL,SMEL,Sebastes,melanops,Black Rockfish,63,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274817,Sebastes melanops,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SMIN,SMIN,SMIN,Sebastes,miniatus,Vermilion Rockfish,91,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274820,Sebastes miniatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SMIN,SMIN,SMIN,Sebastes,miniatus,Vermilion Rockfish,91,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274820,Sebastes miniatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SMIN,SMIN,SMIN,Sebastes,miniatus,Vermilion Rockfish,91,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274820,Sebastes miniatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SMIN,Sebastes miniatus,SMIN,Sebastes,miniatus,Vermilion Rockfish,91,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274820,Sebastes miniatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SMYS,SMYS,SMYS,Sebastes,mystinus,Blue Rockfish,61,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274823,Sebastes mystinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SMYS,SMYS,SMYS,Sebastes,mystinus,Blue Rockfish,61,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274823,Sebastes mystinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SMYS,SMYS,SMYS,Sebastes,mystinus,Blue Rockfish,61,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274823,Sebastes mystinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SMYS,SYMS,SMYS,Sebastes,mystinus,Blue Rockfish,61,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274823,Sebastes mystinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SMYS,Sebastes mystinus,SMYS,Sebastes,mystinus,Blue Rockfish,61,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274823,Sebastes mystinus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SNEB,SNEB,SNEB,Sebastes,nebulosus,China Rockfish,45,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274824,Sebastes nebulosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SNEB,SNEB,SNEB,Sebastes,nebulosus,China Rockfish,45,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274824,Sebastes nebulosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SNEB,SNEB,SNEB,Sebastes,nebulosus,China Rockfish,45,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274824,Sebastes nebulosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SPAU,SPAU,SPAU,Sebastes,paucispinis,Bocaccio,91,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274833,Sebastes paucispinis,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SPAU,SPAU,SPAU,Sebastes,paucispinis,Bocaccio,91,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274833,Sebastes paucispinis,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SPAU,SPAU,SPAU,Sebastes,paucispinis,Bocaccio,91,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274833,Sebastes paucispinis,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SPAU,Sebastes paucispinis,SPAU,Sebastes,paucispinis,Bocaccio,91,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274833,Sebastes paucispinis,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SPIN,SPIN,SPIN,Sebastes,pinniger,Canary Rockfish,76,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274836,Sebastes pinniger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SPIN,SPIN,SPIN,Sebastes,pinniger,Canary Rockfish,76,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274836,Sebastes pinniger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SPIN,SPIN,SPIN,Sebastes,pinniger,Canary Rockfish,76,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274836,Sebastes pinniger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SPUL,SPUL,SPUL,Semicossyphus,pulcher,California Sheephead,91,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,282753,Semicossyphus pulcher,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
FISH,FISH,UCSB,SPUL,SPUL,SPUL,Semicossyphus,pulcher,California Sheephead,91,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,282753,Semicossyphus pulcher,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
FISH,FISH,UCSC,SPUL,SPUL,SPUL,Semicossyphus,pulcher,California Sheephead,91,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,282753,Semicossyphus pulcher,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
FISH,FISH,VRG,SPUL,Semicossyphus pulcher,SPUL,Semicossyphus,pulcher,California Sheephead,91,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,282753,Semicossyphus pulcher,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
FISH,FISH,HSU,SRAS,SRAS,SRAS,Sebastes,rastrelliger,Grass Rockfish,56,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274839,Sebastes rastrelliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SRAS,SRAS,SRAS,Sebastes,rastrelliger,Grass Rockfish,56,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274839,Sebastes rastrelliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SRAS,SRAS,SRAS,Sebastes,rastrelliger,Grass Rockfish,56,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274839,Sebastes rastrelliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SRAS,Sebastes rastrelliger,SRAS,Sebastes,rastrelliger,Grass Rockfish,56,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274839,Sebastes rastrelliger,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SROS,SROS,SROS,Sebastes,rosaceus,Rosy Rockfish,36,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274841,Sebastes rosaceus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SROS,SROS,SROS,Sebastes,rosaceus,Rosy Rockfish,36,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274841,Sebastes rosaceus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SROS,SROS,SROS,Sebastes,rosaceus,Rosy Rockfish,36,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274841,Sebastes rosaceus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SROS,Sebastes rosaceus,SROS,Sebastes,rosaceus,Rosy Rockfish,36,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274841,Sebastes rosaceus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SRUB,SRUB,SRUB,Sebastes,rubrivinctus,Flag Rockfish,51,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274845,Sebastes rubrivinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SRUB,SRUB,SRUB,Sebastes,rubrivinctus,Flag Rockfish,51,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274845,Sebastes rubrivinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SRUB,SRUB,SRUB,Sebastes,rubrivinctus,Flag Rockfish,51,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274845,Sebastes rubrivinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SSAG,SSAG,SSAG,Sardinops,sagax,Pacific Sardine,40,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,217452,Sardinops sagax,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae
FISH,FISH,UCSB,SSAG,SSAG,SSAG,Sardinops,sagax,Pacific Sardine,40,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,217452,Sardinops sagax,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae
FISH,FISH,UCSC,SSAG,SSAG,SSAG,Sardinops,sagax,Pacific Sardine,40,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,217452,Sardinops sagax,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae
FISH,FISH,VRG,SSAG,Sardinops sagax,SSAG,Sardinops,sagax,Pacific Sardine,40,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,217452,Sardinops sagax,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae
FISH,FISH,HSU,SSAX,SSAX,SSAX,Sebastes,saxicola,Stripetail Rockfish,38,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274848,Sebastes saxicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SSAX,SSAX,SSAX,Sebastes,saxicola,Stripetail Rockfish,38,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274848,Sebastes saxicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SSAX,SSAX,SSAX,Sebastes,saxicola,Stripetail Rockfish,38,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274848,Sebastes saxicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SSAX,Sebastes saxicola,SSAX,Sebastes,saxicola,Stripetail Rockfish,38,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274848,Sebastes saxicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SSEM,SSEM,,Sebastes,semicinctus,Halfbanded Rockfish,25,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274851,Sebastes semicinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SSEM,SSEM,,Sebastes,semicinctus,Halfbanded Rockfish,25,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274851,Sebastes semicinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,SSEM,SSEM,,Sebastes,semicinctus,Halfbanded Rockfish,25,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274851,Sebastes semicinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SSEM,Sebastes semicinctus,,Sebastes,semicinctus,Halfbanded Rockfish,25,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274851,Sebastes semicinctus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,STICH,STICH,STICH,Stichaeidae,spp,Pricklebacks,76,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,125566,Stichaeidae,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae
FISH,FISH,UCSB,STICH,STICH,STICH,Stichaeidae,spp,Pricklebacks,76,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,125566,Stichaeidae,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae
FISH,FISH,UCSC,STICH,STICH,STICH,Stichaeidae,spp,Pricklebacks,76,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,125566,Stichaeidae,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae
FISH,FISH,HSU,STRE,STRE,STRE,Sebastes,serriceps,Treefish,41,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274853,Sebastes serriceps,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,STRE,STRE,STRE,Sebastes,serriceps,Treefish,41,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274853,Sebastes serriceps,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,STRE,TREEFISH,STRE,Sebastes,serriceps,Treefish,41,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274853,Sebastes serriceps,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,STRE,STRE,STRE,Sebastes,serriceps,Treefish,41,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274853,Sebastes serriceps,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSC,STRE,TREE,STRE,Sebastes,serriceps,Treefish,41,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274853,Sebastes serriceps,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,STRE,Sebastes serriceps,STRE,Sebastes,serriceps,Treefish,41,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274853,Sebastes serriceps,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,HSU,SUMB,SUMB,,Sebastes,umbrosus,Honeycomb Rockfish,30,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,274862,Sebastes umbrosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,UCSB,SUMB,SUMB,,Sebastes ,umbrosus,Honeycomb Rockfish,30,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274862,Sebastes umbrosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SUMB,Sebastes umbrosus,,Sebastes,umbrosus,Honeycomb Rockfish,30,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274862,Sebastes umbrosus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
FISH,FISH,VRG,SXYR,Scorpaenodes xyris,,Scorpaenodes,xyris,Rainbow scorpionfish,15,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,274756 ,Scorpaenodes xyris,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
FISH,FISH,HSU,SYNG,SYNG,SYNG,Syngnathus,spp,Pipefish,50,,,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,X,WoRMS,126227,Syngnathus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
FISH,FISH,UCSB,SYNG,SYNG,SYNG,Syngnathus,spp,Pipefish,50,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,126227,Syngnathus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
FISH,FISH,UCSC,SYNG,SLEP,SYNG,Syngnathus,spp,Pipefish,50,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,126227,Syngnathus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
FISH,FISH,UCSC,SYNG,SYNG,SYNG,Syngnathus,spp,Pipefish,50,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,126227,Syngnathus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
FISH,FISH,VRG,SYNG,Syngnathus californiensis,SYNG,Syngnathus,spp,Pipefish,50,,,,,,,,X,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WoRMS,126227,Syngnathus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
FISH,FISH,UCSB,SYRI,RMUS,SYRI,Synchirus/Rimicola,spp,Manacled Sculpin/Kelp Clingfish,7,"Cryptic, not sampled effectiively. Combined species group of Synchirus gilli and Rimicola muscarum. These species are combined due to difficulty in identification in the field",,,,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,271019/270760,Synchirus/Rimicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes/Gobiesociformes,Cottidae/Gobiesocidae
FISH,FISH,UCSB,SYRI,SYGI,SYRI,Synchirus/Rimicola,spp,Manacled Sculpin/Kelp Clingfish,7,"Cryptic, not sampled effectiively. Combined species group of Synchirus gilli and Rimicola muscarum. These species are combined due to difficulty in identification in the field",,,,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,271019/270760,Synchirus/Rimicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes/Gobiesociformes,Cottidae/Gobiesocidae
FISH,FISH,UCSB,SYRI,SYRI,SYRI,Synchirus/Rimicola,spp,Manacled Sculpin/Kelp Clingfish,7,"Cryptic, not sampled effectiively. Combined species group of Synchirus gilli and Rimicola muscarum. These species are combined due to difficulty in identification in the field",,,,,,,,,,,,,,,,,,,,,,,,,,,,WoRMS,271019/270760,Synchirus/Rimicola,Animalia,Chordata,Actinopterygii,Scorpaeniformes/Gobiesociformes,Cottidae/Gobiesocidae
